시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일
경기도 가평군 가평읍 개곡리,4**,단독,8m미만,59.5,90,202001,15,"2,350",1979,보납로,
경기도 가평군 가평읍 개곡리,3**,단독,8m미만,136.05,290,202010,15,"12,000",2012,당목가일길,
경기도 가평군 가평읍 개곡리,5**,단독,8m미만,121.14,321,202008,3,"17,500",2004,당목가일길,
경기도 가평군 가평읍 개곡리,8**,단독,8m미만,174.99,417,202004,28,"30,000",2007,능모루길,
경기도 가평군 가평읍 개곡리,1**,단독,8m미만,135,495,202007,23,"7,900",2001,당목가일길,
경기도 가평군 가평읍 경반리,*,단독,8m미만,93.51,265,202009,1,"28,532",2018,문화로,
경기도 가평군 가평읍 경반리,5**,단독,8m미만,114.12,645,202012,29,"25,900",2000,경반안로,
경기도 가평군 가평읍 경반리,5**,단독,8m미만,114.12,645,202012,29,"26,000",2000,경반안로,20210215
경기도 가평군 가평읍 금대리,4*,다가구,8m미만,333.61,1726,202010,13,"75,411",2003,북한강변로,
경기도 가평군 가평읍 금대리,4**,단독,8m미만,168.18,662,202009,17,"32,674",2011,북한강변로,
경기도 가평군 가평읍 금대리,5*,단독,8m미만,299.41,894,202006,23,"62,232",2005,북한강변로,
경기도 가평군 가평읍 달전리,7**,단독,8m미만,67.19,204.8,202001,6,"36,000",2015,동연재로,
경기도 가평군 가평읍 달전리,6**,단독,8m미만,146.18,236.6,202011,27,"44,000",2015,동연재로,
경기도 가평군 가평읍 달전리,2**,단독,8m미만,156.48,338,202006,10,"49,000",2019,null,
경기도 가평군 가평읍 달전리,2**,단독,8m미만,158.76,350,202006,30,"50,000",2020,동연재로,
경기도 가평군 가평읍 달전리,2**,단독,12m미만,370.21,990,202004,7,"70,000",2003,북한강변로,
경기도 가평군 가평읍 달전리,1**,단독,8m미만,58.18,1075,202007,14,"140,000",2014,북한강변로,
경기도 가평군 가평읍 대곡리,9*,단독,8m미만,76.06,193,202007,13,"15,500",1977,오목내길,
경기도 가평군 가평읍 대곡리,3**,단독,8m미만,107.82,372,202011,9,"25,000",1980,석봉로,
경기도 가평군 가평읍 대곡리,3**,단독,8m미만,164.78,569,202004,8,"81,920",1992,석봉로77번길,
경기도 가평군 가평읍 대곡리,5**,단독,8m미만,99.4,595,202010,19,"32,010",2014,석봉로3번길,
경기도 가평군 가평읍 두밀리,*,다가구,8m미만,198.4,574,202010,7,"37,367",2014,태봉두밀로,
경기도 가평군 가평읍 두밀리,5**,단독,8m미만,54,96,202006,24,"3,000",1994,태봉두밀로596번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,59.1,208,202009,3,"6,800",2019,태봉두밀로406번길,20201102
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,59.04,218,202008,19,"14,400",2019,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,78.98,218,202002,20,"7,625",2019,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,56.42,283,202005,23,"12,500",2014,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,52.7,291,202008,27,"11,500",2014,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,45.92,318,202010,10,"11,900",2014,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,4*,단독,8m미만,54.94,396,202011,20,"14,300",2016,태봉두밀로,
경기도 가평군 가평읍 두밀리,4*,단독,8m미만,67.13,396,202008,31,"16,300",2016,태봉두밀로,
경기도 가평군 가평읍 두밀리,1*,단독,12m미만,105.04,420,202009,20,"18,000",2001,태봉두밀로,
경기도 가평군 가평읍 두밀리,4**,단독,8m미만,76,488,202007,4,"10,000",2016,태봉두밀로,
경기도 가평군 가평읍 두밀리,5**,단독,8m미만,181.96,721,202005,12,"22,700",1997,태봉두밀로596번길,
경기도 가평군 가평읍 마장리,6**,단독,8m미만,63.89,198,202002,24,"11,190",2017,아랫마장길,
경기도 가평군 가평읍 마장리,8**,단독,8m미만,110.46,348,202005,12,"29,000",2019,아랫마장길,
경기도 가평군 가평읍 마장리,8**,단독,8m미만,110.46,348,202009,16,"29,000",2019,아랫마장길,
경기도 가평군 가평읍 마장리,3**,단독,8m미만,47.55,352,202010,6,"9,000",2009,물안산길,20210224
경기도 가평군 가평읍 마장리,6*,단독,8m미만,84.04,435,202003,2,"21,200",2018,물안산길,
경기도 가평군 가평읍 마장리,6*,단독,8m미만,84.28,441,202009,4,"24,900",2018,물안산길,
경기도 가평군 가평읍 마장리,6*,단독,8m미만,84.28,441,202004,29,"21,500",2018,물안산길,
경기도 가평군 가평읍 마장리,6**,단독,8m미만,67.3,454,202010,26,"20,000",2015,아랫마장길,
경기도 가평군 가평읍 마장리,6*,단독,8m미만,84.28,455,202003,30,"25,600",2018,물안산길,
경기도 가평군 가평읍 마장리,8**,단독,8m미만,161.06,525,202002,17,"24,850",2005,아랫마장길,
경기도 가평군 가평읍 마장리,7**,단독,8m미만,123.33,990,202006,3,"45,650",2015,아랫마장길,
경기도 가평군 가평읍 복장리,6**,단독,8m미만,77.25,258,202010,7,"2,800",1989,상지로,
경기도 가평군 가평읍 복장리,6*,단독,8m미만,97.9,456,202009,14,"27,000",1984,호반로,
경기도 가평군 가평읍 복장리,5**,단독,12m미만,155.96,520,202004,2,"17,000",2012,호반로,
경기도 가평군 가평읍 복장리,1**,단독,8m미만,105.86,637,202006,13,"27,000",2014,호반로,
경기도 가평군 가평읍 복장리,4**,단독,8m미만,153.03,1631,202009,17,"78,057",2011,굴바우길,
경기도 가평군 가평읍 산유리,4**,다가구,8m미만,508.95,2043,202005,7,"125,000",2015,상지로,20200526
경기도 가평군 가평읍 상색리,6*,단독,8m미만,154.68,396,202011,5,"16,598",2000,연갈길,
경기도 가평군 가평읍 상색리,4**,단독,8m미만,99.11,674,202002,7,"17,500",2001,불기산길,
경기도 가평군 가평읍 승안리,1*,단독,8m미만,49.5,152,202004,13,"8,100",1979,계량촌길,
경기도 가평군 가평읍 승안리,4**,단독,8m미만,175.56,344,202007,2,"22,000",1998,용추로,
경기도 가평군 가평읍 승안리,2**,단독,12m미만,194.9,633,202008,10,"40,000",2017,용추로,
경기도 가평군 가평읍 승안리,2**,단독,8m미만,193.59,917,202004,16,"46,573",2020,용추로171번길,
경기도 가평군 가평읍 읍내리,9**,다가구,8m미만,128.46,386,202003,30,"5,000",2006,잎너비길,
경기도 가평군 가평읍 읍내리,5**,단독,8m미만,30.34,122,202002,14,"6,000",1900,중촌로,
경기도 가평군 가평읍 읍내리,5**,단독,8m미만,77.54,132,202004,20,"13,000",1900,새말옛로6번길,
경기도 가평군 가평읍 읍내리,3**,단독,8m미만,69.42,199,202009,14,"18,000",1900,자라목3길,
경기도 가평군 가평읍 읍내리,4**,단독,8m미만,83.16,200,202002,22,"23,400",1980,장터3길,
경기도 가평군 가평읍 읍내리,3**,단독,8m미만,72.7,205,202008,7,"22,700",1982,보납로6번길,
경기도 가평군 가평읍 읍내리,3**,단독,8m미만,72.7,205,202009,7,"22,700",1982,보납로6번길,
경기도 가평군 가평읍 읍내리,2**,단독,8m미만,145.15,358,202002,14,"37,000",2008,자라목6길,
경기도 가평군 가평읍 읍내리,7**,단독,8m미만,66,397,202006,15,"23,000",1961,석봉로,
경기도 가평군 가평읍 읍내리,7**,단독,8m미만,66,397,202008,28,"23,000",1961,석봉로,
경기도 가평군 가평읍 읍내리,8*,단독,8m미만,111.81,498,202002,28,"20,000",1985,잎너비길,
경기도 가평군 가평읍 읍내리,3**,단독,25m미만,241.51,498,202003,12,"77,000",1982,석봉로,
경기도 가평군 가평읍 읍내리,7**,단독,12m미만,174.97,630,202001,9,"49,700",2016,문화로,
경기도 가평군 가평읍 이화리,2**,다가구,8m미만,222.03,235,202004,8,"22,845",2018,호반로,
경기도 가평군 가평읍 이화리,2**,다가구,8m미만,222.03,241,202004,8,"22,918",2018,호반로,
경기도 가평군 가평읍 이화리,9*,다가구,8m미만,223.92,624,202001,6,"15,510",2007,호반로,
경기도 가평군 가평읍 이화리,3**,단독,8m미만,48.6,429,202006,25,"10,000",1989,호반로,
경기도 가평군 가평읍 하색리,7**,다가구,12m미만,193.18,339,202005,22,"29,000",2006,태봉두밀로,20200525
경기도 가평군 가평읍 하색리,7**,다가구,12m미만,193.18,339,202005,22,"29,000",2006,태봉두밀로,
경기도 가평군 가평읍 하색리,6**,다가구,8m미만,80.55,496,202004,20,"20,000",2016,태봉안길,20200630
경기도 가평군 가평읍 하색리,6**,다가구,8m미만,80.55,496,202004,20,"20,000",2016,태봉안길,
경기도 가평군 가평읍 하색리,7**,다가구,12m미만,199.15,825,202005,22,"29,000",2003,태봉두밀로,
경기도 가평군 가평읍 하색리,7**,다가구,12m미만,265.84,825,202005,22,"41,500",2003,태봉두밀로,20200525
경기도 가평군 가평읍 하색리,3*,단독,8m미만,61.82,232,202012,15,"3,500",1980,경춘로,
경기도 가평군 가평읍 하색리,5*,단독,8m미만,65.28,331,202008,7,"3,900",1955,경춘로,
경기도 가평군 가평읍 하색리,7**,단독,8m미만,97.28,340,202006,13,"20,400",2004,태봉안길,
경기도 가평군 가평읍 하색리,4**,단독,8m미만,42.5,760,202003,11,"10,000",1958,태봉안길,
경기도 가평군 가평읍 하색리,7**,단독,8m미만,375.49,1006,202001,7,"67,000",2009,태봉두밀로,
경기도 가평군 북면 도대리,3**,다가구,8m미만,148.27,299,202002,11,"45,000",2017,가화로,
경기도 가평군 북면 도대리,2**,다가구,8m미만,161.49,843,202006,9,"45,000",2011,가화로,
경기도 가평군 북면 도대리,2**,다가구,8m미만,161.49,843,202006,9,"45,000",2011,가화로,20200828
경기도 가평군 북면 도대리,3**,단독,8m미만,99.78,367,202012,29,"23,000",2004,오동골길,
경기도 가평군 북면 도대리,3**,단독,8m미만,99,413,202006,9,"17,385",2016,가화로,
경기도 가평군 북면 도대리,3**,단독,8m미만,90.54,443,202010,30,"22,739",2016,가화로,
경기도 가평군 북면 도대리,3**,단독,8m미만,105.76,449,202011,2,"15,479",2009,가화로,
경기도 가평군 북면 도대리,3**,단독,8m미만,81.08,518,202008,20,"16,000",2018,가화로,
경기도 가평군 북면 도대리,4**,단독,8m미만,99.8,524,202012,12,"20,970",2017,가화로,
경기도 가평군 북면 도대리,3**,단독,8m미만,81.08,545,202005,14,"16,640",2018,가화로,
경기도 가평군 북면 도대리,3**,단독,12m미만,82.53,1298,202001,13,"24,300",2006,가화로,
경기도 가평군 북면 목동리,4**,단독,-,98.05,255,202001,31,"34,999",2004,싸리재길,
경기도 가평군 북면 목동리,3**,단독,-,81.1,312.67,202011,23,"6,300",2020,멱골로,
경기도 가평군 북면 목동리,4*,단독,8m미만,122.13,354,202001,30,"24,500",2008,멱골로,
경기도 가평군 북면 목동리,7**,단독,8m미만,45.21,357,202010,13,"6,000",1900,보안벚꽃길,
경기도 가평군 북면 목동리,6**,단독,12m미만,98.73,575,202011,30,"23,000",2017,null,
경기도 가평군 북면 목동리,2**,단독,8m미만,194,1408,202010,15,"62,200",2014,멱골로272번길,
경기도 가평군 북면 백둔리,4**,다가구,8m미만,203.22,511,202005,9,"10,000",2009,백둔로,
경기도 가평군 북면 백둔리,4**,단독,8m미만,135.02,251,202004,14,"15,000",2010,백둔로560번길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,22.95,278,202004,14,"5,000",2010,백둔로560번길,
경기도 가평군 북면 백둔리,2**,단독,8m미만,82.7,346,202012,29,"9,920",2017,백둔로342번길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,84.65,380,202010,15,"8,050",2010,백둔로560번길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,149.8,492,202003,13,"13,000",1997,백둔로560번길,
경기도 가평군 북면 백둔리,7**,단독,8m미만,166.68,702,202010,19,"76,000",2005,백둔로650번길,
경기도 가평군 북면 백둔리,7**,단독,8m미만,389.99,1342,202005,18,"43,000",2009,백둔로650번길,
경기도 가평군 북면 소법리,4**,단독,8m미만,114.02,450,202005,29,"10,200",1996,화악산로207번길,
경기도 가평군 북면 소법리,1**,단독,8m미만,66.75,651,202003,27,"25,000",1900,화악산로,
경기도 가평군 북면 이곡리,5*,단독,8m미만,99.93,906,202007,17,"19,500",1993,가화로,
경기도 가평군 북면 적목리,5**,다가구,8m미만,168.93,513,202004,13,"45,114",2012,가화로,
경기도 가평군 북면 적목리,1**,단독,8m미만,184.91,165,202003,16,"20,000",1994,논남기길,
경기도 가평군 북면 적목리,2**,단독,8m미만,65.59,167,202005,16,"6,000",2004,논남기길,
경기도 가평군 북면 적목리,4**,단독,8m미만,49.8,293,202005,13,"5,000",1991,용수목길,
경기도 가평군 북면 적목리,2**,단독,12m미만,95.76,330,202006,30,"18,800",2004,논남기길,
경기도 가평군 북면 적목리,5**,단독,8m미만,88.02,496,202008,28,"23,904",2012,가화로,
경기도 가평군 북면 적목리,1**,단독,8m미만,244.09,730,202009,24,"38,826",2015,가화로,
경기도 가평군 북면 적목리,1**,단독,8m미만,221.27,1611,202004,16,"42,696",2006,가화로,
경기도 가평군 북면 제령리,2**,다가구,8m미만,195.5,622,202012,6,"37,000",2011,꽃넘이길,
경기도 가평군 북면 제령리,5**,단독,8m미만,188.02,632,202007,24,"19,313",2002,꽃넘이길,
경기도 가평군 북면 제령리,5**,단독,12m미만,171.36,660,202007,20,"18,000",1995,가화로,
경기도 가평군 북면 제령리,6**,단독,8m미만,102.03,723,202005,23,"31,000",2011,가화로,
경기도 가평군 북면 화악리,7**,다가구,12m미만,229.3,808,202005,2,"13,900",2003,화악산로,
경기도 가평군 북면 화악리,2**,단독,-,53.46,166,202012,21,"25,000",2020,화악지암길,
경기도 가평군 북면 화악리,2**,단독,8m미만,84.96,336,202010,30,"20,000",2015,화악지암길,
경기도 가평군 북면 화악리,8**,단독,8m미만,77,456,202012,15,"4,300",1995,노씨터길,
경기도 가평군 북면 화악리,6**,단독,8m미만,82.8,471,202012,10,"12,184",2012,화악산로,
경기도 가평군 북면 화악리,3**,단독,12m미만,75.36,500,202005,19,"11,800",1994,화악지암길,
경기도 가평군 북면 화악리,9**,단독,12m미만,18.56,706,202008,26,"10,000",2005,화악산로,
경기도 가평군 북면 화악리,7**,단독,12m미만,241.38,1047,202005,2,"73,500",2001,화악산로,
경기도 가평군 상면 덕현리,2**,단독,8m미만,156.3,362,202003,6,"16,000",1998,청우산1길,
경기도 가평군 상면 덕현리,2**,단독,8m미만,156.3,362,202003,6,"16,000",1998,청우산1길,20200429
경기도 가평군 상면 덕현리,4**,단독,12m미만,85.89,383,202006,11,"23,000",2017,청군로,
경기도 가평군 상면 덕현리,5**,단독,8m미만,83.61,510,202005,21,"33,300",2012,새터길,
경기도 가평군 상면 덕현리,2**,단독,8m미만,122.94,513,202009,2,"12,500",1998,청우산1길,
경기도 가평군 상면 덕현리,5**,단독,8m미만,83.61,580,202005,26,"30,617",2012,새터길,
경기도 가평군 상면 덕현리,1**,단독,12m미만,120,660,202010,4,"27,000",1996,청군로,
경기도 가평군 상면 덕현리,5**,단독,8m미만,85.8,661,202012,12,"21,500",2006,녹수계곡로,
경기도 가평군 상면 덕현리,9*,단독,8m미만,65.66,873,202011,20,"18,019",2019,null,
경기도 가평군 상면 덕현리,4**,단독,8m미만,87,941,202003,24,"24,000",2015,광신길,
경기도 가평군 상면 덕현리,2**,단독,8m미만,135.16,992,202009,10,"20,000",2012,청우산2길,
경기도 가평군 상면 덕현리,5**,단독,8m미만,344.1,1304,202012,7,"33,700",2001,새터길,
경기도 가평군 상면 봉수리,3*,단독,8m미만,56.7,212,202009,30,"6,000",2006,물골길,
경기도 가평군 상면 봉수리,7*,단독,8m미만,92.41,300,202012,29,"17,975",2007,물골길,
경기도 가평군 상면 봉수리,1**,단독,8m미만,145,532,202012,17,"20,000",2002,봉수로150번길,20210129
경기도 가평군 상면 봉수리,7*,단독,8m미만,134.09,660,202005,7,"31,800",2007,물골길,
경기도 가평군 상면 상동리,2**,단독,8m미만,107.52,288,202010,17,"13,500",1997,비룡로,
경기도 가평군 상면 상동리,1*,단독,8m미만,99.7,351,202006,19,"12,450",2000,비룡로,
경기도 가평군 상면 상동리,5*,단독,8m미만,111.68,431,202010,20,"26,100",2017,돌아우길,
경기도 가평군 상면 상동리,8*,단독,8m미만,143.51,514,202006,22,"30,000",2019,돌아우길,20200804
경기도 가평군 상면 상동리,8*,단독,8m미만,143.51,514,202006,22,"35,480",2019,돌아우길,
경기도 가평군 상면 상동리,8*,단독,8m미만,143.51,515,202007,5,"34,500",2019,돌아우길,
경기도 가평군 상면 상동리,8*,단독,8m미만,114.22,517,202008,31,"21,500",2017,돌아우길,
경기도 가평군 상면 연하리,2**,단독,8m미만,36.95,344,202006,18,"7,000",2017,기와집길,
경기도 가평군 상면 연하리,4**,단독,8m미만,111.06,456,202007,14,"20,000",2013,역촌길,
경기도 가평군 상면 연하리,4**,단독,8m미만,58,495,202010,24,"10,960",2016,기와집길,
경기도 가평군 상면 연하리,3**,단독,8m미만,90.56,495,202012,16,"27,900",2017,기와집길,
경기도 가평군 상면 연하리,3**,단독,8m미만,140.8,519,202007,4,"26,530",2010,기와집길,
경기도 가평군 상면 연하리,3**,단독,8m미만,140.8,519,202007,4,"26,580",2010,기와집길,20200728
경기도 가평군 상면 연하리,3**,단독,8m미만,140.8,519,202007,4,"26,770",2010,기와집길,20200727
경기도 가평군 상면 연하리,3**,단독,8m미만,140.8,519,202007,4,"27,000",2010,기와집길,20200727
경기도 가평군 상면 연하리,4**,단독,8m미만,113.62,550,202007,8,"24,200",2017,역촌길,
경기도 가평군 상면 연하리,1**,단독,8m미만,90.9,572,202009,18,"15,000",2010,연하길,
경기도 가평군 상면 연하리,3**,단독,8m미만,99.8,584,202008,7,"29,732",2016,기와집길,
경기도 가평군 상면 원흥리,5**,단독,12m미만,62.72,261,202007,15,"5,135",2000,청군로,
경기도 가평군 상면 원흥리,2**,단독,8m미만,102.53,487,202007,18,"21,420",2009,원흥길,
경기도 가평군 상면 원흥리,2**,단독,8m미만,198,804,202012,24,"20,000",2011,원흥길,
경기도 가평군 상면 율길리,2**,단독,8m미만,194.55,480,202003,10,"23,000",2006,솔안길,
경기도 가평군 상면 율길리,7**,단독,8m미만,96.28,580,202005,5,"11,000",1900,수역길,
경기도 가평군 상면 율길리,7**,단독,8m미만,75.9,632,202004,25,"9,700",1997,수역길,
경기도 가평군 상면 율길리,4**,단독,8m미만,82.93,659,202004,27,"20,400",2020,청군로,
경기도 가평군 상면 율길리,5**,단독,8m미만,168,660,202007,23,"23,000",2011,음지말로,
경기도 가평군 상면 율길리,5**,단독,8m미만,168,660,202010,30,"23,800",2011,음지말로,
경기도 가평군 상면 임초리,3**,단독,8m미만,37.3,122,202009,11,"2,700",1900,왕대벌길,
경기도 가평군 상면 임초리,1**,단독,8m미만,166.49,264,202008,28,"15,000",2006,임초밤안골로,
경기도 가평군 상면 임초리,2**,단독,8m미만,65.76,337,202005,7,"14,500",2012,왕대벌길,
경기도 가평군 상면 임초리,2**,단독,8m미만,65.76,337,202011,19,"16,945",2012,왕대벌길,
경기도 가평군 상면 임초리,1**,단독,8m미만,66.04,340,202006,16,"18,472",2019,왕대벌길,
경기도 가평군 상면 임초리,1*,단독,8m미만,93.65,363,202009,25,"22,100",2020,서대길,20201026
경기도 가평군 상면 임초리,1**,단독,8m미만,66.68,396,202003,26,"16,500",2013,왕대벌길,
경기도 가평군 상면 임초리,1**,단독,8m미만,99.54,397,202001,28,"14,300",2011,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,86.47,431,202007,4,"22,500",2017,null,
경기도 가평군 상면 임초리,1**,단독,8m미만,65.34,433,202010,9,"15,300",2017,임초밤안골로,
경기도 가평군 상면 임초리,2**,단독,8m미만,92.97,469,202003,31,"25,500",2017,임초밤안골로,
경기도 가평군 상면 임초리,9*,단독,8m미만,105.16,471,202009,7,"23,247",2019,왕대벌길,
경기도 가평군 상면 임초리,9*,단독,8m미만,104.73,495,202011,27,"23,187",2019,왕대벌길,
경기도 가평군 상면 임초리,1*,단독,8m미만,149,495,202005,27,"12,500",1997,서대길,
경기도 가평군 상면 임초리,9*,단독,8m미만,97.48,504,202006,4,"14,700",2011,왕대벌길,
경기도 가평군 상면 임초리,1**,단독,8m미만,117.18,537,202004,7,"24,800",2017,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,117.18,537,202003,9,"24,800",2017,임초밤안골로,20200407
경기도 가평군 상면 임초리,4**,단독,8m미만,95.64,551,202011,23,"11,500",2012,청군로,
경기도 가평군 상면 임초리,9*,단독,8m미만,130.62,657,202006,13,"18,500",2011,왕대벌길,
경기도 가평군 상면 임초리,5**,단독,8m미만,186.86,670,202007,13,"30,567",2017,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,119.31,877,202007,12,"19,000",2010,임초밤안골로,
경기도 가평군 상면 임초리,5*,단독,12m미만,223.29,1239,202005,1,"53,400",2015,청군로,
경기도 가평군 상면 임초리,6**,단독,8m미만,362.39,1649,202005,9,"100,000",2017,임초밤안골로,
경기도 가평군 상면 항사리,1**,다가구,8m미만,114.84,547,202002,25,"12,328",1900,벌말길,
경기도 가평군 상면 항사리,2**,단독,8m미만,30.88,258,202005,9,"6,780",1970,청군로,
경기도 가평군 상면 항사리,2**,단독,8m미만,65,264,202009,29,"7,000",1997,청군로,
경기도 가평군 상면 항사리,2**,단독,8m미만,65,264,202009,29,"7,000",1997,청군로,20201020
경기도 가평군 상면 항사리,5**,단독,8m미만,98.34,302,202008,21,"15,900",2011,청군로,20200925
경기도 가평군 상면 항사리,5**,단독,8m미만,98.34,302,202008,21,"16,000",2010,청군로,20200824
경기도 가평군 상면 항사리,5**,단독,8m미만,98.34,302,202008,21,"15,915",2011,청군로,
경기도 가평군 상면 항사리,4**,단독,8m미만,98.84,327,202005,31,"16,100",2003,한사간길,
경기도 가평군 상면 항사리,3**,단독,8m미만,84.72,328,202009,23,"20,700",2015,샘골길,
경기도 가평군 상면 항사리,4**,단독,8m미만,82.64,422,202006,13,"12,500",2020,한사간길,
경기도 가평군 상면 항사리,4**,단독,8m미만,82.64,422,202006,13,"16,000",2020,한사간길,20200703
경기도 가평군 상면 항사리,3**,단독,8m미만,98.6,441,202006,22,"26,950",2015,샘골길,
경기도 가평군 상면 항사리,5**,단독,8m미만,84.31,446,202010,5,"19,860",2015,청군로,
경기도 가평군 상면 항사리,5**,단독,8m미만,91.53,464,202010,6,"25,400",2020,청군로,
경기도 가평군 상면 항사리,4**,단독,8m미만,105.28,465,202010,29,"15,000",1998,샘골길,
경기도 가평군 상면 항사리,3**,단독,8m미만,76.23,477,202006,2,"20,000",1987,벌말길,
경기도 가평군 상면 항사리,5**,단독,8m미만,98.91,568,202006,13,"23,800",2005,한사간길,
경기도 가평군 상면 항사리,5**,단독,8m미만,84.31,612.75,202010,5,"19,900",2015,청군로,20201201
경기도 가평군 상면 항사리,1**,단독,8m미만,100.32,701,202001,12,"13,000",1996,벌말길,
경기도 가평군 상면 항사리,3**,단독,8m미만,139.2,701,202012,22,"29,400",2014,축령로70번길,20210202
경기도 가평군 상면 항사리,5**,단독,8m미만,113.5,795,202011,20,"22,700",2008,한사간길,
경기도 가평군 상면 항사리,3**,단독,8m미만,99.91,1102,202007,10,"30,800",2016,샘골길,
경기도 가평군 상면 행현리,5**,다가구,8m미만,324.33,1061,202006,17,"120,000",2017,임초밤안골로,
경기도 가평군 상면 행현리,6**,다가구,8m미만,396.88,1194,202004,5,"104,700",2019,수목원로,
경기도 가평군 상면 행현리,5**,단독,8m미만,35.84,184,202006,17,"7,000",2019,임초밤안골로,
경기도 가평군 상면 행현리,2**,단독,8m미만,73.43,316,202006,14,"17,300",2016,축령로45번길,
경기도 가평군 상면 행현리,2**,단독,8m미만,49.2,334,202010,24,"13,200",2014,축령로45번길,
경기도 가평군 상면 행현리,2**,단독,8m미만,114.24,414,202012,14,"23,717",2013,축령로45번길,
경기도 가평군 상면 행현리,3**,단독,-,29.4,536,202005,18,"10,589",2020,null,
경기도 가평군 상면 행현리,7**,단독,8m미만,190.7,611,202005,11,"26,290",2015,축령로45번길,
경기도 가평군 상면 행현리,2**,단독,8m미만,191.24,861,202007,14,"29,000",2003,축령로45번길,
경기도 가평군 상면 행현리,4**,단독,8m미만,157.16,1781,202008,25,"46,000",2014,수목원로164번길,
경기도 가평군 설악면 가일리,2**,다가구,8m미만,98.64,223,202006,20,"31,000",2015,유명산길,20200708
경기도 가평군 설악면 가일리,2**,다가구,8m미만,216.46,579,202006,20,"59,000",2015,유명산길,20200708
경기도 가평군 설악면 가일리,1**,다가구,8m미만,371.89,601,202007,15,"45,000",1998,어비산길,
경기도 가평군 설악면 가일리,2**,다가구,8m미만,229.15,851,202006,21,"26,000",1995,유명산길,
경기도 가평군 설악면 가일리,3**,단독,8m미만,77.18,400,202004,13,"29,828",2019,유명로,
경기도 가평군 설악면 가일리,3**,단독,8m미만,77.18,400,202006,18,"27,860",2019,유명로,20200706
경기도 가평군 설악면 가일리,3**,단독,8m미만,77.18,400,202006,18,"27,860",2019,유명로,
경기도 가평군 설악면 가일리,7*,단독,8m미만,79.26,420,202010,22,"16,300",2012,어비산길99번길,
경기도 가평군 설악면 가일리,3**,단독,8m미만,137.79,434,202004,10,"20,000",1999,동천길,
경기도 가평군 설악면 가일리,1**,단독,8m미만,105.64,450,202002,4,"17,500",2005,어비산길,
경기도 가평군 설악면 가일리,9*,단독,8m미만,86.85,454,202007,30,"27,000",2016,어비산길,
경기도 가평군 설악면 가일리,2**,단독,8m미만,84.75,464,202004,10,"22,000",1999,동천길,
경기도 가평군 설악면 가일리,1**,단독,8m미만,120.24,659,202006,16,"33,700",2017,어비산길,
경기도 가평군 설악면 가일리,2**,단독,8m미만,174.41,770,202008,17,"35,000",1999,동천길,
경기도 가평군 설악면 묵안리,2**,단독,8m미만,106.56,383,202007,25,"7,000",1910,묵안안길,
경기도 가평군 설악면 묵안리,2**,단독,8m미만,106.56,383,202007,25,"7,000",1910,묵안안길,20200807
경기도 가평군 설악면 묵안리,3**,단독,8m미만,99.16,608,202005,10,"15,000",2012,null,
경기도 가평군 설악면 묵안리,5**,단독,8m미만,210,2461,202009,29,"45,000",2018,묵안로902번길,
경기도 가평군 설악면 미사리,2**,단독,8m미만,96.94,380,202002,24,"16,393",2016,미사리로,
경기도 가평군 설악면 미사리,2**,단독,8m미만,96.94,387,202002,24,"16,513",2016,미사리로,
경기도 가평군 설악면 미사리,4**,단독,8m미만,157.31,425,202008,6,"73,000",2000,미사리로,
경기도 가평군 설악면 미사리,4**,단독,8m미만,57.06,472,202009,7,"10,000",2012,미사리로,
경기도 가평군 설악면 미사리,2**,단독,8m미만,96.94,524,202002,24,"18,684",2016,미사리로,
경기도 가평군 설악면 미사리,2**,단독,8m미만,183.79,766,202002,24,"31,606",2016,미사리로,
경기도 가평군 설악면 방일리,3**,단독,8m미만,52.95,314,202012,10,"10,000",2015,평촌길,
경기도 가평군 설악면 방일리,5**,단독,8m미만,143.8,1101,202012,4,"50,000",2016,전위골길,
경기도 가평군 설악면 사룡리,6**,단독,8m미만,99.4,416,202006,5,"22,000",2016,용문천길,
경기도 가평군 설악면 사룡리,6**,단독,8m미만,225.92,545,202011,5,"94,460",2019,자잠로,
경기도 가평군 설악면 사룡리,6**,단독,8m미만,171.62,564,202001,23,"69,760",2014,자잠로,
경기도 가평군 설악면 사룡리,1**,단독,8m미만,327.05,1032,202006,20,"110,240",2001,자잠로282번길,
경기도 가평군 설악면 사룡리,2**,단독,8m미만,214.05,1169,202003,26,"134,000",2011,자잠로282번길,
