시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일
경기도 부천시 심곡본동,5**,단독,8m미만,144,134,202003,4,"48,500",1984,성무로39번길,
경기도 부천시 심곡본동,6**,단독,12m미만,180.05,136.1,202006,5,"49,500",1988,경인로206번길,
경기도 부천시 심곡본동,7**,단독,12m미만,237.63,137.5,202007,22,"46,500",1985,null,
경기도 부천시 심곡본동,5**,단독,8m미만,197.5,138,202006,6,"40,000",1978,하우로296번길,
경기도 부천시 심곡본동,7**,단독,8m미만,242.37,139.4,202003,28,"60,000",1990,성주로232번길,
경기도 부천시 심곡본동,5**,단독,12m미만,143.75,140.9,202012,24,"51,000",1979,심곡로34번길,
경기도 부천시 심곡본동,5**,단독,8m미만,62.81,142,202009,25,"23,000",1975,성주로228번길,
경기도 부천시 심곡본동,5**,단독,8m미만,72.6,143,202001,13,"33,000",1985,성무로21번길,
경기도 부천시 심곡본동,5**,단독,8m미만,72.6,143,202003,15,"34,000",1985,성무로21번길,
경기도 부천시 심곡본동,5**,단독,12m미만,172.24,145.4,202006,18,"50,000",1980,심곡로34번길,20200928
경기도 부천시 심곡본동,5**,단독,12m미만,172.24,145.4,202009,28,"50,000",1980,심곡로34번길,
경기도 부천시 심곡본동,5**,단독,12m미만,237.87,145.5,202006,23,"48,200",1989,경인로182번길,
경기도 부천시 심곡본동,5**,단독,8m미만,248.31,152,202003,30,"41,200",1990,성무로21번길,
경기도 부천시 심곡본동,5**,단독,8m미만,264.66,154,202012,17,"46,000",1989,성무로39번길,
경기도 부천시 심곡본동,5**,단독,8m미만,54.3,156,202003,17,"24,500",1985,성무로21번길,
경기도 부천시 심곡본동,5**,단독,8m미만,123.11,170.7,202006,18,"50,000",1978,심곡로34번길,20200928
경기도 부천시 심곡본동,5**,단독,12m미만,123.11,170.7,202009,28,"50,000",1978,null,
경기도 부천시 심곡본동,5**,단독,8m미만,68.43,172,202003,4,"50,000",1977,성무로21번길,
경기도 부천시 심곡본동,7**,단독,12m미만,384,173.6,202008,28,"70,000",1988,성무로,
경기도 부천시 심곡본동,8**,단독,12m미만,297.66,186.5,202006,24,"73,300",1987,심곡로,
경기도 부천시 심곡본동,8**,단독,8m미만,309.85,190,202002,17,"59,232",1988,심곡로105번길,
경기도 부천시 심곡본동,7**,단독,12m미만,260.13,190.2,202007,22,"46,672",1985,하우로,
경기도 부천시 심곡본동,5**,단독,8m미만,39.67,191,202001,23,"33,640",1969,성무로21번길,
경기도 부천시 심곡본동,6**,단독,8m미만,328.68,192.7,202005,8,"70,000",1988,null,
경기도 부천시 심곡본동,6**,단독,8m미만,328.68,192.7,202005,8,"70,000",1988,성주로,20200520
경기도 부천시 심곡본동,5**,단독,12m미만,187.48,195.6,202006,8,"53,000",1978,심곡로21번길,
경기도 부천시 심곡본동,5**,단독,12m미만,218.98,201.1,202012,23,"71,500",1900,경인로170번길,
경기도 부천시 심곡본동,7**,단독,25m미만,156.07,207.6,202010,8,"85,000",1980,성주로,
경기도 부천시 심곡본동,8**,단독,12m미만,330.21,207.9,202002,20,"70,000",1988,심곡로,
경기도 부천시 심곡본동,8**,단독,12m미만,415.08,211.5,202005,16,"71,500",1987,심곡로,
경기도 부천시 심곡본동,7**,단독,12m미만,439.95,214.3,202009,10,"62,000",1990,하우로,
경기도 부천시 심곡본동,7**,단독,12m미만,439.95,214.3,202009,10,"62,000",1990,하우로,20201230
경기도 부천시 심곡본동,7**,단독,12m미만,189.67,235.7,202009,15,"60,700",1981,경인로248번길,
경기도 부천시 심곡본동,7**,단독,8m미만,839.77,243.8,202009,23,"206,498",1991,성무로9번길,
경기도 부천시 심곡본동,5**,단독,8m미만,42.98,244.93,202002,8,"38,000",1968,성무로21번길,
경기도 부천시 심곡본동,8**,단독,12m미만,423.9,249.8,202002,20,"70,000",1988,심곡로,
경기도 부천시 심곡본동,7**,단독,8m미만,839.77,253.2,202009,23,"214,460",1991,성무로9번길,20210118
경기도 부천시 심곡본동,6**,단독,12m미만,754.1,275.7,202012,30,"110,500",1992,심곡로33번길,
경기도 부천시 심곡본동,6**,단독,8m미만,477.9,303.3,202006,27,"155,000",1977,성주로269번길,
경기도 부천시 심곡본동,7**,단독,8m미만,451.13,319,202009,23,"270,193",1980,경인로284번길,20210118
경기도 부천시 심곡본동,7**,단독,8m미만,451.13,319,202009,23,"270,193",1980,경인로284번길,
경기도 부천시 심곡본동,5**,단독,8m미만,49.91,328,202004,15,"50,000",1965,성무로21번길,
경기도 부천시 심곡본동,5**,단독,8m미만,1022.55,348.5,202010,23,"194,000",1991,경인로193번길,20210514
경기도 부천시 약대동,4*,다가구,8m미만,186.3,110,202012,29,"35,000",1999,평천로700번길,
경기도 부천시 약대동,1**,다가구,12m미만,198.45,145,202007,18,"55,500",1995,도약로189번길,20200828
경기도 부천시 약대동,1**,단독,12m미만,170.31,103,202011,2,"45,500",1995,중동로356번길,20201123
경기도 부천시 약대동,1**,단독,12m미만,170.31,103,202012,15,"45,500",1995,중동로356번길,
경기도 부천시 약대동,1**,단독,12m미만,285.12,190,202005,21,"59,800",1988,중동로356번길,
경기도 부천시 약대동,8*,단독,12m미만,325.8,218,202007,6,"77,000",1987,약대로19번길,
경기도 부천시 약대동,8*,단독,12m미만,325.8,218,202003,26,"77,000",1987,약대로19번길,20200706
경기도 부천시 여월동,*,다가구,8m미만,289.23,200.3,202005,8,"58,000",1987,성곡로92번길,
경기도 부천시 여월동,*,다가구,8m미만,968.96,479.4,202004,10,"168,500",1994,삼작로346번길,
경기도 부천시 여월동,*,단독,12m미만,254.4,168.5,202001,4,"82,000",1991,삼작로,
경기도 부천시 여월동,5*,단독,12m미만,190.46,168.9,202004,21,"50,000",1978,삼작로306번길,
경기도 부천시 여월동,*,단독,8m미만,200.04,177.8,202001,23,"56,000",1991,삼작로346번길,
경기도 부천시 여월동,*,단독,12m미만,377.39,248.8,202011,24,"95,000",1991,성곡로48번길,
경기도 부천시 여월동,5*,단독,8m미만,328.86,299,202004,6,"108,000",1989,null,20200504
경기도 부천시 역곡동,8*,다가구,8m미만,201.24,165.4,202009,3,"59,500",1986,역곡로,
경기도 부천시 역곡동,1**,다가구,8m미만,191.88,168.3,202003,30,"64,500",1990,지봉로,
경기도 부천시 역곡동,1**,단독,12m미만,187.02,165.3,202006,9,"89,500",1990,역곡로20번길,
경기도 부천시 역곡동,2**,단독,8m미만,186.21,165.5,202003,9,"60,000",1981,부일로750번길,
경기도 부천시 역곡동,7*,단독,8m미만,178.68,165.6,202003,10,"63,830",1989,지봉로,
경기도 부천시 역곡동,7*,단독,25m미만,189.15,165.6,202003,10,"66,970",1990,지봉로,
경기도 부천시 역곡동,2*,단독,8m미만,184.95,165.7,202010,10,"65,000",1989,지봉로29번길,
경기도 부천시 역곡동,2**,단독,8m미만,192.9,166.2,202003,9,"50,000",1981,부일로750번길,
경기도 부천시 역곡동,2*,단독,8m미만,191.61,168,202006,15,"82,500",1989,지봉로29번길,
경기도 부천시 역곡동,2**,단독,12m미만,126.6,173.2,202003,26,"62,000",1982,부일로791번길,
경기도 부천시 역곡동,9*,단독,25m미만,202.68,178.5,202006,18,"97,000",1988,null,
경기도 부천시 역곡동,2**,단독,8m미만,172.4,190.2,202008,11,"50,000",1983,역곡로46번길,
경기도 부천시 역곡동,1**,단독,12m미만,283.32,190.6,202002,6,"82,500",2012,지봉로115번길,
경기도 부천시 역곡동,4*,단독,12m미만,223.83,197.1,202011,14,"96,000",1989,null,
경기도 부천시 역곡동,7*,단독,25m미만,231.36,200.2,202010,15,"95,800",1990,지봉로,
경기도 부천시 역곡동,1**,단독,12m미만,218.55,205.6,202010,28,"67,000",1989,지봉로115번길,
경기도 부천시 역곡동,9*,단독,8m미만,228.3,214.7,202005,4,"95,000",1989,역곡로,
경기도 부천시 역곡동,8*,단독,12m미만,126.61,227.5,202003,26,"100,000",1979,역곡로20번길,
경기도 부천시 역곡동,1**,단독,12m미만,170.91,232.9,202008,19,"83,000",1981,지봉로115번길,
경기도 부천시 역곡동,2*,단독,8m미만,750.11,351.1,202006,15,"132,500",1997,지봉로27번길,
경기도 부천시 오정동,7**,다가구,12m미만,353.3,198.6,202003,21,"89,500",2010,산업로120번길,
경기도 부천시 오정동,7**,다가구,12m미만,383.05,225.2,202011,16,"92,000",2011,산업로114번길,20201223
경기도 부천시 오정동,7**,다가구,12m미만,383.05,225.2,202012,23,"92,000",2011,산업로114번길,
경기도 부천시 오정동,5**,단독,8m미만,187.92,165.2,202012,31,"62,000",1990,오정로232번길,
경기도 부천시 오정동,5**,단독,8m미만,167.1,165.3,202012,31,"48,000",1990,오정로232번길,
경기도 부천시 오정동,5**,단독,8m미만,130.88,165.8,202001,20,"53,700",1984,상오정로19번길,
경기도 부천시 오정동,5**,단독,8m미만,130.8,167.1,202005,16,"39,000",1984,부천로478번길,20200618
경기도 부천시 오정동,5**,단독,8m미만,203.11,178.7,202010,27,"69,800",1984,오정로244번길,
경기도 부천시 오정동,5**,단독,8m미만,136.62,180.5,202001,30,"60,000",1984,부천로456번길,
경기도 부천시 옥길동,7**,다가구,12m미만,457.49,256.7,202007,6,"197,000",2016,양지로184번길,
경기도 부천시 옥길동,7**,다가구,12m미만,353.31,304.1,202009,3,"151,000",2017,옥길로30번길,
경기도 부천시 옥길동,7**,단독,25m미만,469.69,265,202009,17,"233,000",2017,옥길로56번길,
경기도 부천시 원미동,1**,다가구,8m미만,191.79,121,202010,27,"40,000",1990,원미로124번길,
경기도 부천시 원미동,1**,다가구,8m미만,108.72,122.6,202006,7,"36,000",1983,부천로110번길,
경기도 부천시 원미동,1**,다가구,8m미만,189.83,132,202012,23,"46,000",1987,원미로124번길,
경기도 부천시 원미동,1**,다가구,8m미만,247.96,144,202007,17,"49,000",1990,원미로124번길,
경기도 부천시 원미동,1**,다가구,8m미만,199.8,153.3,202007,27,"48,000",1992,원미로89번길,
경기도 부천시 원미동,1**,다가구,8m미만,266.07,156,202011,18,"60,000",1992,부흥로457번길,
경기도 부천시 원미동,1**,다가구,8m미만,271.35,168,202012,9,"66,000",1989,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,68.32,46.1,202007,7,"16,000",1980,원미로77번길,
경기도 부천시 원미동,1**,단독,8m미만,67.03,46.6,202007,8,"15,000",1980,부흥로413번길,
경기도 부천시 원미동,1**,단독,8m미만,72.57,51.05,202004,22,"14,500",1979,원미로89번길,
경기도 부천시 원미동,1**,단독,8m미만,68.03,63.05,202010,14,"10,500",1980,원미로89번길,
경기도 부천시 원미동,1**,단독,8m미만,68.03,63.05,202011,17,"14,900",1980,원미로89번길,20210118
경기도 부천시 원미동,1**,단독,8m미만,85.29,64.15,202004,27,"15,000",1900,원미로77번길,
경기도 부천시 원미동,1**,단독,8m미만,148.35,100.7,202012,18,"28,500",1999,부천로96번길,
경기도 부천시 원미동,1**,단독,8m미만,113.62,100.8,202006,25,"20,000",1978,원미로65번길,
경기도 부천시 원미동,6*,단독,25m미만,116.34,101.5,202001,6,"62,000",1983,조마루로,
경기도 부천시 원미동,1**,단독,8m미만,179.64,104,202007,25,"33,200",1986,조종로68번길,
경기도 부천시 원미동,1**,단독,8m미만,120.8,104.2,202005,12,"26,000",1982,원미로65번길,
경기도 부천시 원미동,1**,단독,25m미만,130.72,117.3,202003,24,"51,500",1983,원미로,
경기도 부천시 원미동,1**,단독,8m미만,75.53,119,202004,18,"28,200",1987,조종로,
경기도 부천시 원미동,7*,단독,25m미만,126.6,120.4,202004,27,"63,300",1982,원미로,
경기도 부천시 원미동,9*,단독,12m미만,130.26,121,202002,13,"73,500",1983,조종로49번길,
경기도 부천시 원미동,1**,단독,8m미만,150.48,121,202010,28,"36,600",1984,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,153.84,121,202010,29,"46,050",1984,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,62.48,122,202001,18,"23,000",1977,원미로156번길,
경기도 부천시 원미동,1**,단독,8m미만,78.77,122,202012,23,"25,700",1979,조종로68번나길,
경기도 부천시 원미동,1**,단독,8m미만,83.34,122,202007,31,"19,000",1979,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,122.68,123,202010,28,"42,040",1985,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,155.52,125.3,202010,18,"34,500",1984,원미로57번길,
경기도 부천시 원미동,1**,단독,12m미만,214.98,125.9,202004,16,"43,600",1988,조종로50번길,
경기도 부천시 원미동,1**,단독,8m미만,110.25,128,202004,18,"38,000",1979,원미로156번길,
경기도 부천시 원미동,1**,단독,12m미만,154.78,128.9,202004,9,"59,500",1986,조종로8번길,
경기도 부천시 원미동,1**,단독,8m미만,73.29,129,202004,19,"39,000",1980,조종로,
경기도 부천시 원미동,1**,단독,8m미만,90.14,129,202004,18,"37,070",1980,조종로,
경기도 부천시 원미동,1**,단독,8m미만,152.46,129,202010,29,"43,000",1984,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,223.23,133,202010,28,"53,000",1987,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,96.36,135,202004,18,"40,200",1980,조종로,
경기도 부천시 원미동,1**,단독,8m미만,186.62,135,202010,29,"65,000",1988,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,186.62,135,202010,29,"65,000",1988,원미로124번길,20210317
경기도 부천시 원미동,1**,단독,12m미만,227.39,139,202010,26,"36,740",1983,원미로156번길,
경기도 부천시 원미동,2**,단독,25m미만,309.72,144,202009,3,"65,000",1993,원미로,
경기도 부천시 원미동,1**,단독,8m미만,97.82,147,202004,21,"49,500",1980,조종로,
경기도 부천시 원미동,1**,단독,8m미만,191.76,147,202010,29,"69,700",1990,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,231.12,154,202011,15,"44,000",1990,조종로69번길,
경기도 부천시 원미동,1**,단독,8m미만,273.54,157,202010,12,"50,000",1989,조종로68번길,
경기도 부천시 원미동,1**,단독,8m미만,270.18,159,202012,27,"39,000",1991,조종로68번나길,
경기도 부천시 원미동,1**,단독,8m미만,352.1,159.8,202010,23,"70,000",1991,조종로19번길,
경기도 부천시 원미동,6*,단독,8m미만,260.52,163.3,202005,12,"55,800",1980,부천로148번길,
경기도 부천시 원미동,6*,단독,8m미만,260.52,163.3,202003,14,"55,800",1988,부천로148번길,20200512
경기도 부천시 원미동,1**,단독,8m미만,66.78,165,202002,21,"55,403",1975,null,
경기도 부천시 원미동,1**,단독,8m미만,76.03,165,202002,21,"54,405",1975,null,
경기도 부천시 원미동,1**,단독,25m미만,368.92,166.1,202005,21,"82,500",1989,원미로,
경기도 부천시 원미동,1**,단독,8m미만,278.85,170,202007,1,"60,600",1989,부흥로457번길,
경기도 부천시 원미동,1**,단독,12m미만,170.94,170.2,202011,24,"110,000",1987,조종로36번길,
경기도 부천시 원미동,1**,단독,8m미만,171.97,174,202008,19,"33,000",1980,원미로124번길,
경기도 부천시 원미동,1**,단독,8m미만,290.97,187,202002,18,"56,560",1990,조종로78번길,
경기도 부천시 원미동,6*,단독,12m미만,236.08,189.7,202005,12,"68,700",1987,부천로148번길,
경기도 부천시 원미동,6*,단독,12m미만,236.08,189.7,202003,14,"68,700",1988,부천로148번길,20200512
경기도 부천시 원미동,1**,단독,12m미만,442.64,198.1,202007,29,"90,500",1984,조종로7번길,
경기도 부천시 원미동,5*,단독,25m미만,490.65,247.3,202003,20,"110,000",2005,조마루로,
경기도 부천시 원미동,9*,단독,25m미만,798.47,270,202008,26,"164,000",1993,원미로124번길,
경기도 부천시 원종동,3**,다가구,25m미만,61.56,55.73,202002,14,"9,000",1978,삼작로424번길,
경기도 부천시 원종동,2**,다가구,12m미만,189,167.4,202011,27,"60,000",1989,원종로10번길,
경기도 부천시 원종동,2**,다가구,8m미만,142.74,171.2,202001,14,"67,327",1983,소사로742번길,
경기도 부천시 원종동,2**,다가구,8m미만,133.84,171.7,202001,13,"57,200",1983,소사로742번길,
경기도 부천시 원종동,3**,다가구,8m미만,199.02,175.2,202010,19,"59,800",1991,성오로,
경기도 부천시 원종동,2**,다가구,12m미만,389.54,230.7,202007,9,"150,000",2018,원종로66번길,20200813
경기도 부천시 원종동,2**,다가구,12m미만,389.54,230.7,202007,10,"150,000",2018,원종로66번길,
경기도 부천시 원종동,3**,단독,8m미만,170.1,166.5,202002,20,"70,000",1984,성지로,
경기도 부천시 원종동,3**,단독,8m미만,194.82,168.4,202006,13,"57,000",1988,삼작로402번길,
경기도 부천시 원종동,3**,단독,25m미만,169.95,169.5,202002,20,"78,900",1984,성지로,
경기도 부천시 원종동,3**,단독,8m미만,205.35,178.5,202003,2,"75,600",1988,성지로,
경기도 부천시 원종동,3**,단독,25m미만,214.74,184.6,202003,11,"66,960",1989,삼작로,
경기도 부천시 원종동,3**,단독,25m미만,216.36,185.4,202003,11,"67,200",1988,삼작로,
경기도 부천시 원종동,1**,단독,12m미만,133.57,188,202002,22,"56,000",1991,소사로862번길,
경기도 부천시 원종동,3**,단독,8m미만,198.54,199.5,202003,2,"64,141",1978,null,
경기도 부천시 원종동,3**,단독,25m미만,246.63,218.3,202003,11,"79,200",1988,삼작로,
경기도 부천시 원종동,2**,단독,25m미만,540.72,239.8,202008,25,"127,000",1992,원종로79번길,
경기도 부천시 원종동,3**,단독,8m미만,175.71,328,202009,18,"37,000",2005,까치로106번길,20200918
경기도 부천시 작동,4*,다가구,8m미만,198.9,192.4,202003,1,"56,000",1991,삼작로506번길,
경기도 부천시 작동,3**,다가구,12m미만,193.71,194.7,202006,22,"100,000",2009,까치로54번길,
경기도 부천시 작동,4**,다가구,12m미만,213.22,216,202002,15,"110,000",2008,까치로20번길,
경기도 부천시 작동,1*,다가구,12m미만,236.52,216.5,202008,16,"69,700",1991,삼작로497번길,
경기도 부천시 작동,2*,다가구,8m미만,220.65,218.3,202004,17,"59,500",1995,삼작로513번길,
경기도 부천시 작동,4**,다가구,12m미만,225.98,227,202009,7,"116,000",2011,까치로20번길,
경기도 부천시 작동,4**,다가구,12m미만,225.98,227,202009,7,"116,000",2011,까치로20번길,20200928
경기도 부천시 작동,4**,다가구,12m미만,378.23,227.1,202005,11,"167,500",2013,까치로6번길,
경기도 부천시 작동,1*,다가구,12m미만,263.19,231.2,202008,29,"66,500",1991,삼작로507번길,
경기도 부천시 작동,4**,다가구,12m미만,397.48,234.9,202009,15,"162,000",2008,까치로6번길,
경기도 부천시 작동,4**,다가구,25m미만,288.85,235.8,202009,23,"159,000",2017,까치로20번길,
경기도 부천시 작동,4**,다가구,25m미만,409.77,236.1,202005,30,"160,000",2009,까치로6번길,
경기도 부천시 작동,2*,다가구,8m미만,329.93,237.2,202007,30,"68,000",1991,삼작로535번길,
경기도 부천시 작동,3*,다가구,12m미만,269.46,239.4,202006,23,"72,400",1990,삼작로513번길,
경기도 부천시 작동,6*,단독,8m미만,333.36,175.3,202003,12,"70,000",1995,까치로105번길,
경기도 부천시 작동,3**,단독,12m미만,268.2,190.6,202006,23,"96,000",1999,작동로3번길,
경기도 부천시 작동,3**,단독,12m미만,189.68,193.1,202002,2,"109,000",2007,작동로22번길,
경기도 부천시 작동,3**,단독,12m미만,173.79,196.7,202006,5,"96,000",1999,작동로3번길,
경기도 부천시 작동,3**,단독,12m미만,193.62,197,202006,17,"84,000",1999,작동로1번길,
경기도 부천시 작동,3**,단독,8m미만,242.53,198,202009,17,"131,000",2000,역곡로257번가길,
경기도 부천시 작동,3**,단독,25m미만,180.98,198.1,202007,25,"107,000",2007,작동로44번길,
경기도 부천시 작동,3**,단독,8m미만,227.48,198.1,202007,17,"118,000",2000,작동로,
경기도 부천시 작동,3**,단독,25m미만,196.13,198.2,202002,14,"87,000",1999,작동로44번길,
경기도 부천시 작동,3**,단독,12m미만,131.88,205.2,202004,18,"91,000",1999,작동로58번길,
경기도 부천시 작동,3**,단독,12m미만,256.47,206.3,202004,20,"93,000",1999,작동로4번길,
경기도 부천시 작동,3**,단독,12m미만,239.43,206.4,202011,2,"126,000",1999,작동로2번길,
경기도 부천시 작동,3**,단독,12m미만,167.94,207.3,202001,11,"95,000",1999,작동로22번길,
경기도 부천시 작동,3**,단독,12m미만,164.54,208,202005,27,"84,000",1999,작동로17번길,
경기도 부천시 작동,3**,단독,12m미만,294.21,208.3,202002,2,"92,000",2000,작동로1번길,
경기도 부천시 작동,3**,단독,12m미만,219.67,220.6,202012,24,"124,000",2011,까치로54번길,
경기도 부천시 작동,2*,단독,12m미만,305.76,338.8,202008,28,"94,000",1990,삼작로537번길,
경기도 부천시 작동,6*,단독,25m미만,594.06,368.4,202012,18,"155,000",1991,까치로,
경기도 부천시 중동,7**,다가구,12m미만,195.99,115.2,202003,6,"49,000",1993,중동로155번길,
경기도 부천시 중동,7**,다가구,12m미만,195.99,115.2,202006,11,"61,000",1993,중동로155번길,
경기도 부천시 중동,7**,다가구,12m미만,195.99,115.2,202002,21,"49,000",1993,중동로155번길,
경기도 부천시 중동,7**,다가구,8m미만,215.91,124.4,202006,29,"35,000",1995,장말로,
경기도 부천시 중동,7**,다가구,8m미만,196.38,126.3,202010,6,"38,000",1994,석천로,
경기도 부천시 중동,7**,다가구,12m미만,226.62,133,202012,14,"57,500",1990,심중로35번길,
경기도 부천시 중동,1***,다가구,12m미만,293.19,178.7,202007,13,"80,000",1993,심중로123번가길,
경기도 부천시 중동,1***,다가구,25m미만,288.06,183.8,202011,28,"85,000",1994,계남로242번길,
경기도 부천시 중동,1***,다가구,12m미만,271.56,187.7,202010,15,"83,000",1998,심중로132번길,
경기도 부천시 중동,1***,다가구,12m미만,278.44,190.1,202007,3,"80,000",1995,심중로114번가길,
경기도 부천시 중동,7**,다가구,12m미만,296.28,196.6,202003,6,"57,000",1993,중동로155번길,
경기도 부천시 중동,7**,다가구,12m미만,296.28,196.6,202006,11,"70,000",1993,중동로155번길,
경기도 부천시 중동,7**,다가구,12m미만,296.28,196.6,202002,21,"57,000",1993,중동로155번길,
경기도 부천시 중동,1***,다가구,12m미만,277.86,197.4,202005,7,"85,000",1996,계남로242번길,
경기도 부천시 중동,7**,다가구,12m미만,301.2,211.8,202002,20,"70,000",1978,중동로165번길,
경기도 부천시 중동,1***,다가구,12m미만,199.76,215.4,202010,30,"65,000",1997,부흥로296번길,
경기도 부천시 중동,9**,다가구,12m미만,656.95,932.9,202005,15,"230,000",2006,부일로342번길,
경기도 부천시 중동,7**,단독,8m미만,159.12,101.2,202006,22,"34,500",1994,중동로171번길,
경기도 부천시 중동,9**,단독,8m미만,116.36,101.8,202001,16,"37,710",1982,심중로,
경기도 부천시 중동,6**,단독,12m미만,164.16,102.8,202006,29,"21,000",1986,석천로92번길,
경기도 부천시 중동,9**,단독,8m미만,117.02,103.5,202001,16,"37,975",1982,심중로,
경기도 부천시 중동,9**,단독,8m미만,123.58,103.9,202008,13,"20,600",1982,심중로27번길,
경기도 부천시 중동,9**,단독,12m미만,118.28,106.6,202001,16,"39,360",1982,심중로,
경기도 부천시 중동,7**,단독,8m미만,186.66,110,202002,11,"42,900",1986,장말로199번길,
경기도 부천시 중동,8**,단독,8m미만,126.36,111.9,202004,4,"30,000",1983,심중로27번길,
경기도 부천시 중동,9**,단독,25m이상,103.84,116.3,202001,16,"43,000",1982,심중로,
경기도 부천시 중동,8**,단독,8m미만,134.56,117.5,202011,30,"31,000",1983,심중로27번길,20201228
경기도 부천시 중동,8**,단독,8m미만,134.56,117.5,202011,30,"31,000",1983,심중로27번길,
경기도 부천시 중동,7**,단독,8m미만,229.68,133,202007,14,"38,000",1989,중동로161번길,20201020
경기도 부천시 중동,7**,단독,8m미만,229.68,133,202010,20,"38,000",1989,중동로161번길,
경기도 부천시 중동,7**,단독,12m미만,231.3,133,202002,15,"60,000",1987,중동로161번길,
경기도 부천시 중동,7**,단독,12m미만,231.3,136.5,202002,17,"65,600",1987,중동로161번길,
경기도 부천시 중동,7**,단독,8m미만,236.97,136.5,202002,17,"47,400",1986,장말로199번길,
경기도 부천시 중동,7**,단독,8m미만,159.6,137,202007,2,"37,500",1987,중동로161번길,
경기도 부천시 중동,7**,단독,12m미만,179.88,137.9,202010,22,"60,000",1984,null,
경기도 부천시 중동,7**,단독,12m미만,241.64,151.4,202010,21,"67,100",1984,중동로161번길,
경기도 부천시 중동,6**,단독,12m미만,484.96,157.4,202001,3,"94,500",1994,부흥로176번길,
경기도 부천시 중동,7**,단독,25m미만,159.26,161.4,202011,11,"68,700",1983,장말로,
경기도 부천시 중동,8**,단독,8m미만,331.8,161.9,202004,19,"64,000",2001,중동로88번길,
경기도 부천시 중동,7**,단독,8m미만,259.89,164.5,202007,14,"59,000",1989,중동로161번길,20201020
경기도 부천시 중동,7**,단독,8m미만,259.89,164.5,202010,20,"59,000",1989,중동로161번길,
경기도 부천시 중동,7**,단독,25m미만,487.1,164.9,202011,16,"128,000",1986,장말로,
경기도 부천시 중동,7**,단독,8m미만,281.87,179.1,202006,5,"41,500",1978,중동로,
경기도 부천시 중동,7**,단독,12m미만,304.8,180.6,202007,14,"123,000",1989,중동로161번길,20201020
경기도 부천시 중동,7**,단독,12m미만,304.8,180.6,202010,21,"123,000",1989,중동로161번길,
경기도 부천시 중동,1***,단독,12m미만,185.42,198,202009,22,"73,000",1996,부흥로272번길,
경기도 부천시 중동,1***,단독,12m미만,152.55,212.7,202012,12,"78,000",1995,계남로242번길,
경기도 부천시 중동,1***,단독,12m미만,170.02,230.5,202001,20,"74,000",1995,부흥로272번길,
경기도 부천시 중동,6**,단독,12m미만,396.34,256.3,202003,25,"52,000",1989,석천로92번길,
경기도 부천시 춘의동,1**,다가구,8m미만,186.87,107.4,202001,2,"40,000",1990,길주로378번길,
경기도 부천시 춘의동,2**,다가구,8m미만,199.23,119,202001,7,"50,000",1992,부천로185번길,
경기도 부천시 춘의동,1**,다가구,12m미만,187.88,128.4,202001,22,"48,500",1982,길주로391번길,
경기도 부천시 춘의동,1**,다가구,8m미만,196.54,150.8,202010,19,"52,500",1997,계남로,
경기도 부천시 춘의동,1**,단독,8m미만,128.2,109.7,202001,2,"18,000",1982,계남로301번길,
경기도 부천시 춘의동,1**,단독,12m미만,140.8,119.4,202002,10,"47,000",1984,부천로245번길,
경기도 부천시 춘의동,1**,단독,8m미만,155.84,121.4,202007,1,"42,000",1989,길주로377번길,
경기도 부천시 춘의동,1**,단독,8m미만,229.14,133.4,202002,10,"61,570",1989,계남로301번길,
경기도 부천시 춘의동,1**,단독,8m미만,229.14,134.2,202001,28,"52,767",1989,계남로301번길,
경기도 부천시 춘의동,1**,단독,8m미만,229.14,134.5,202001,21,"48,800",1989,계남로301번길,
경기도 부천시 춘의동,1**,단독,8m미만,239.22,136.9,202003,13,"42,500",1987,길주로363번길,
경기도 부천시 춘의동,1**,단독,8m미만,114.81,144.5,202004,21,"43,700",1981,부천로203번길,20200423
경기도 부천시 춘의동,1**,단독,8m미만,114.81,144.5,202004,22,"43,700",1981,부천로203번길,
경기도 부천시 춘의동,1**,단독,8m미만,155.59,144.5,202004,22,"43,700",1981,부천로203번길,
경기도 부천시 춘의동,1**,단독,8m미만,176.29,165.4,202011,13,"66,500",1983,길주로377번길,
경기도 부천시 춘의동,1**,단독,8m미만,209.1,168,202002,10,"69,640",1982,계남로301번길,
경기도 성남분당구 구미동,1**,다가구,12m미만,340.2,170.8,202009,3,"135,201",2000,금곡로11번길,
경기도 성남분당구 구미동,1**,다가구,12m미만,308.68,170.9,202006,19,"129,000",1995,금곡로7번길,
경기도 성남분당구 구미동,4*,다가구,12m미만,453.24,231.5,202002,18,"186,000",1995,미금일로74번길,
경기도 성남분당구 구미동,2**,단독,12m미만,405.58,317.9,202009,3,"235,000",2019,구미로144번길,
