시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일
경기도 가평군 가평읍 개곡리,7**,단독,8m미만,180.4,438,202101,15,"22,000",1997,당목가일길,
경기도 가평군 가평읍 개곡리,7**,단독,8m미만,180.4,438,202102,19,"22,000",1997,당목가일길,
경기도 가평군 가평읍 개곡리,1**,단독,8m미만,50.42,648,202104,27,"8,820",1900,당목가일길,
경기도 가평군 가평읍 개곡리,1**,단독,8m미만,50.42,648,202102,27,"8,815",1900,당목가일길,20210427
경기도 가평군 가평읍 금대리,3**,단독,12m미만,229.02,315,202105,3,"106,000",2019,북한강변로,
경기도 가평군 가평읍 금대리,3**,단독,12m미만,229.6,337,202103,16,"100,000",2019,null,
경기도 가평군 가평읍 금대리,3**,단독,12m미만,229.6,337,202103,23,"100,000",2019,null,
경기도 가평군 가평읍 금대리,5**,단독,8m미만,199.08,396,202107,1,"33,841",1998,북한강변로,
경기도 가평군 가평읍 금대리,5*,단독,8m미만,110.8,835,202105,18,"27,000",2013,북한강변로,
경기도 가평군 가평읍 금대리,8*,단독,8m미만,628.02,898,202103,31,"264,326",2008,북한강변로,
경기도 가평군 가평읍 달전리,3**,단독,12m미만,62.48,281,202102,15,"25,720",1970,강산길,
경기도 가평군 가평읍 달전리,2**,단독,8m미만,162.12,439,202103,25,"53,000",2021,동연재로,
경기도 가평군 가평읍 대곡리,1**,단독,25m미만,81.66,202,202103,18,"16,500",1978,비석거리길,
경기도 가평군 가평읍 대곡리,2**,단독,8m미만,208.52,379,202101,4,"26,000",1988,새말옛로,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,56.12,218,202107,1,"13,000",2019,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,5**,단독,8m미만,98.43,330,202104,9,"16,450",1999,태봉두밀로596번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,76.01,367,202104,15,"17,615",2011,태봉두밀로406번길,20210531
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,76.01,367,202105,31,"17,615",2011,태봉두밀로406번길,
경기도 가평군 가평읍 두밀리,1**,단독,8m미만,138.19,422,202106,2,"15,600",2003,태봉두밀로,
경기도 가평군 가평읍 두밀리,5**,단독,8m미만,181.96,721,202104,19,"22,400",1997,태봉두밀로596번길,
경기도 가평군 가평읍 마장리,3**,단독,8m미만,47.55,352,202103,5,"9,000",2009,물안산길,
경기도 가평군 가평읍 마장리,8**,단독,8m미만,123.01,355,202102,26,"29,600",2020,아랫마장길,
경기도 가평군 가평읍 마장리,6*,단독,8m미만,84.28,443,202107,14,"27,200",2018,null,
경기도 가평군 가평읍 복장리,6**,단독,8m미만,78.24,270,202105,7,"9,000",1999,상지로,
경기도 가평군 가평읍 복장리,5**,단독,8m미만,125.35,496,202107,9,"8,500",1999,학익동길,
경기도 가평군 가평읍 복장리,3**,단독,8m미만,106.74,863,202103,13,"22,000",2008,학익동길,
경기도 가평군 가평읍 승안리,1*,단독,8m미만,26.1,87,202106,10,"3,900",1970,계량촌길,
경기도 가평군 가평읍 승안리,1*,단독,8m미만,69.5,194,202105,1,"10,800",1980,계량촌길,
경기도 가평군 가평읍 승안리,2*,단독,8m미만,94.14,485,202102,20,"19,300",1981,계량촌길,
경기도 가평군 가평읍 읍내리,5**,단독,8m미만,74.01,198,202101,11,"23,000",1990,향교로27번길,
경기도 가평군 가평읍 읍내리,7**,단독,12m미만,99.95,335,202106,15,"47,000",2021,석봉로239번길,
경기도 가평군 가평읍 하색리,7**,다가구,12m미만,182.6,682,202103,13,"52,000",2014,태봉두밀로,
경기도 가평군 가평읍 하색리,7**,다가구,8m미만,421.02,1465,202104,30,"109,000",2014,태봉두밀로,
경기도 가평군 가평읍 하색리,6**,단독,8m미만,79,399,202106,1,"18,600",2020,태봉안길,
경기도 가평군 가평읍 하색리,6**,단독,8m미만,211.94,495,202104,13,"40,000",2016,태봉안길,20210416
경기도 가평군 가평읍 하색리,6**,단독,8m미만,211.94,495,202104,13,"31,000",2016,태봉안길,
경기도 가평군 가평읍 하색리,4**,단독,8m미만,88.95,501,202104,18,"15,200",1990,태봉안길,
경기도 가평군 가평읍 하색리,7**,단독,8m미만,199.82,558,202103,13,"51,600",2014,태봉두밀로,
경기도 가평군 북면 도대리,3**,다가구,8m미만,149.43,294,202103,3,"49,489",2017,가화로,
경기도 가평군 북면 도대리,3**,다가구,8m미만,148.27,299,202103,3,"50,000",2017,가화로,
경기도 가평군 북면 도대리,1**,단독,8m미만,49.9,655,202105,15,"15,000",1900,오목골길,
경기도 가평군 북면 도대리,1**,단독,8m미만,145.6,755,202104,15,"28,000",2014,오목골길,
경기도 가평군 북면 도대리,3**,단독,8m미만,195.94,979,202103,31,"37,900",2004,오동골길,
경기도 가평군 북면 목동리,8**,단독,8m미만,42,242,202107,8,"6,600",1900,목동복지로10번길,
경기도 가평군 북면 목동리,7**,단독,8m미만,38.01,324,202102,19,"9,600",1900,가화로,
경기도 가평군 북면 목동리,4**,단독,8m미만,73.78,396,202103,4,"15,600",1997,싸리재길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,84.65,380,202106,1,"8,450",2010,백둔로560번길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,101.56,553,202104,14,"17,300",1996,백둔로560번길,
경기도 가평군 북면 백둔리,4**,단독,8m미만,101.56,553,202103,22,"17,300",1996,백둔로560번길,
경기도 가평군 북면 백둔리,7**,단독,8m미만,156.17,570,202104,5,"23,850",2002,백둔로650번길,
경기도 가평군 북면 백둔리,6**,단독,8m미만,138.69,660,202103,24,"8,500",1996,백둔로,
경기도 가평군 북면 백둔리,4**,단독,8m미만,132.66,778,202106,3,"48,955",2005,백둔로,
경기도 가평군 북면 소법리,4**,단독,8m미만,97.74,605,202101,29,"19,000",1996,손일로,
경기도 가평군 북면 이곡리,5**,단독,8m미만,192.75,439,202101,4,"16,450",1999,동기안길,
경기도 가평군 북면 이곡리,1*,단독,8m미만,111.63,537,202102,1,"25,000",2017,이곡둑길,
경기도 가평군 북면 이곡리,*,단독,8m미만,114.69,556,202105,3,"16,000",2012,석장모루길5번길,
경기도 가평군 북면 이곡리,1*,단독,8m미만,89.24,2264,202103,9,"33,700",1974,이곡둑길,20210427
경기도 가평군 북면 이곡리,1*,단독,8m미만,89.24,2605,202103,9,"44,000",1974,이곡둑길,
경기도 가평군 북면 적목리,5**,다가구,8m미만,168.93,513,202104,28,"45,114",2012,가화로,
경기도 가평군 북면 적목리,3**,다가구,12m미만,107,574,202102,15,"20,200",2001,논남기길,
경기도 가평군 북면 적목리,4**,단독,8m미만,188.04,250,202103,17,"20,000",1997,가화로,
경기도 가평군 북면 적목리,3**,단독,12m미만,131.72,538,202104,2,"26,000",2001,논남기길,20210422
경기도 가평군 북면 적목리,3**,단독,12m미만,131.72,538,202104,22,"26,000",2001,논남기길,
경기도 가평군 북면 제령리,6**,단독,8m미만,44.51,111,202103,31,"6,900",2009,가화로,
경기도 가평군 북면 제령리,1**,단독,8m미만,135.81,457,202105,21,"18,000",2008,가화로,
경기도 가평군 북면 제령리,5**,단독,8m미만,177.44,990,202106,3,"31,000",2011,가화로,
경기도 가평군 북면 화악리,9**,다가구,8m미만,92.7,514,202107,23,"28,500",2007,화악산로,
경기도 가평군 상면 덕현리,1**,다가구,8m미만,49.45,716,202103,19,"15,000",2014,깃대봉길,
경기도 가평군 상면 덕현리,5**,단독,8m미만,88.8,300,202106,5,"12,600",2017,새터길,
경기도 가평군 상면 덕현리,4**,단독,12m미만,85.89,383,202101,5,"28,500",2017,청군로,
경기도 가평군 상면 덕현리,2**,단독,8m미만,126.69,401,202105,19,"26,500",1998,청우산1길,
경기도 가평군 상면 봉수리,1**,단독,8m미만,145,532,202101,20,"17,000",2002,봉수로150번길,
경기도 가평군 상면 봉수리,8*,단독,8m미만,88.8,1380,202107,19,"40,000",2014,물골길,
경기도 가평군 상면 상동리,3*,단독,8m미만,75.01,129,202105,18,"4,000",1900,돌아우길,
경기도 가평군 상면 상동리,1*,단독,8m미만,99.7,351,202105,19,"13,000",2000,비룡로,
경기도 가평군 상면 상동리,7*,단독,8m미만,66.24,582,202106,21,"20,000",2014,돌아우길,
경기도 가평군 상면 상동리,8*,단독,8m미만,86.65,645,202105,20,"21,900",1993,돌아우길,20210629
경기도 가평군 상면 상동리,8*,단독,8m미만,86.65,645,202105,20,"21,800",1993,돌아우길,
경기도 가평군 상면 연하리,8*,단독,8m미만,49.91,345,202104,27,"9,500",1900,연하길,
경기도 가평군 상면 연하리,2*,단독,8m미만,93.94,345,202103,14,"21,500",2018,안먹골길,
경기도 가평군 상면 연하리,4**,단독,8m미만,99.34,413,202103,10,"32,000",2021,비룡로,
경기도 가평군 상면 연하리,3**,단독,8m미만,119.03,507,202105,21,"25,400",2010,기와집길,
경기도 가평군 상면 연하리,4**,단독,8m미만,125.55,534,202102,1,"18,500",2012,역촌길,
경기도 가평군 상면 연하리,3**,단독,8m미만,149.23,570,202107,24,"30,000",2010,기와집길,
경기도 가평군 상면 연하리,4**,단독,8m미만,70.47,1002,202106,5,"12,500",1979,역촌길,
경기도 가평군 상면 율길리,7**,단독,8m미만,82.5,370,202105,3,"8,000",1998,수역길,
경기도 가평군 상면 율길리,7**,단독,8m미만,82.5,370,202103,21,"8,500",1998,수역길,20210504
경기도 가평군 상면 율길리,4**,단독,8m미만,151.92,465,202103,25,"20,500",1995,장막동길,
경기도 가평군 상면 율길리,3**,단독,8m미만,140.16,819,202105,24,"47,900",2014,탑상골길,
경기도 가평군 상면 율길리,3**,단독,8m미만,193.48,931,202105,18,"49,852",2019,탑상골길,
경기도 가평군 상면 임초리,1**,다가구,8m미만,45,335,202106,25,"2,000",2010,임초밤안골로,
경기도 가평군 상면 임초리,4*,다가구,8m미만,240.87,713,202105,31,"54,000",2014,서대길,
경기도 가평군 상면 임초리,*,단독,8m미만,88.72,298,202107,15,"20,979",2015,서대길,
경기도 가평군 상면 임초리,2**,단독,8m미만,84.15,334,202104,15,"14,600",1997,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,63.18,339,202104,17,"19,500",2017,왕대벌길,
경기도 가평군 상면 임초리,1*,단독,8m미만,85.96,355,202106,28,"22,400",2019,서대길,
경기도 가평군 상면 임초리,1*,단독,8m미만,85.96,355,202106,28,"22,987",2019,서대길,20210716
경기도 가평군 상면 임초리,1*,단독,8m미만,93.65,363,202102,23,"22,114",2020,서대길,
경기도 가평군 상면 임초리,1**,단독,8m미만,96.28,437,202104,1,"25,000",2018,왕대벌길,
경기도 가평군 상면 임초리,*,단독,8m미만,125.13,449,202104,14,"28,800",2017,서대길,
경기도 가평군 상면 임초리,2**,단독,8m미만,96.5,569,202107,22,"38,600",2018,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,284.38,590,202104,29,"21,950",2003,임초밤안골로,
경기도 가평군 상면 임초리,5*,단독,-,62.64,660,202101,25,"20,000",2011,null,
경기도 가평군 상면 임초리,5**,단독,8m미만,186.86,670,202106,3,"34,474",2017,임초밤안골로,
경기도 가평군 상면 임초리,1**,단독,8m미만,34.04,718,202106,21,"23,200",2015,왕대벌길,
경기도 가평군 상면 임초리,1**,단독,8m미만,94.64,795,202104,20,"40,000",2018,임초밤안골로,
경기도 가평군 상면 임초리,2**,단독,8m미만,334.4,2247,202103,30,"69,601",2013,임초밤안골로,
경기도 가평군 상면 임초리,2**,단독,8m미만,334.4,2247,202103,30,"69,751",2013,임초밤안골로,20210525
경기도 가평군 상면 태봉리,4*,단독,8m미만,71.32,387,202105,27,"15,000",2017,비룡로,
경기도 가평군 상면 태봉리,6*,단독,-,107.84,416,202101,4,"27,200",2021,null,
경기도 가평군 상면 항사리,2**,단독,8m미만,133.9,350,202105,27,"25,000",1900,청군로,
경기도 가평군 상면 항사리,4**,단독,8m미만,43.88,387,202103,22,"7,100",1951,한사간길,
경기도 가평군 상면 항사리,5**,단독,8m미만,59.49,393,202101,15,"16,000",2018,청군로,
경기도 가평군 상면 항사리,5**,단독,8m미만,48.02,400,202104,1,"15,400",2014,샘골길,
경기도 가평군 상면 항사리,3**,단독,8m미만,124.36,482,202105,18,"29,200",2015,샘골길,
경기도 가평군 상면 항사리,4**,단독,8m미만,46.97,499,202104,10,"15,000",1900,샘골길,
경기도 가평군 상면 항사리,3**,단독,8m미만,139.2,668,202102,2,"29,400",2014,축령로70번길,20210304
경기도 가평군 상면 항사리,3**,단독,8m미만,139.2,668,202102,5,"29,400",2014,축령로70번길,
경기도 가평군 상면 항사리,1**,단독,8m미만,100.32,701,202105,29,"20,986",1996,벌말길,
경기도 가평군 상면 항사리,4**,단독,8m미만,99.96,1417,202106,7,"42,000",2009,샘골길,
경기도 가평군 상면 항사리,4**,단독,8m미만,99.96,1417,202106,7,"42,000",2009,샘골길,20210623
경기도 가평군 상면 행현리,5**,다가구,8m미만,489.72,1271,202105,20,"200,000",2017,임초밤안골로,
경기도 가평군 상면 행현리,8**,단독,8m미만,103.92,274.3,202105,3,"21,095",2021,축령로,
경기도 가평군 상면 행현리,8**,단독,8m미만,112.38,322.66,202106,3,"23,018",2021,축령로,
경기도 가평군 상면 행현리,2**,단독,8m미만,76.72,351,202104,12,"19,510",2017,축령로45번길,20210705
경기도 가평군 상면 행현리,2**,단독,8m미만,76.72,428,202104,12,"23,790",2017,축령로45번길,
경기도 가평군 상면 행현리,4**,단독,8m미만,196.52,518,202106,12,"33,800",2018,수목원로,
경기도 가평군 상면 행현리,4**,단독,8m미만,196.52,518,202106,12,"33,927",2018,수목원로,20210714
경기도 가평군 상면 행현리,2**,단독,8m미만,97.75,552,202104,6,"31,695",2019,축령로45번길,
경기도 가평군 상면 행현리,7**,단독,8m미만,190.7,611,202105,1,"26,290",2015,축령로45번길,
경기도 가평군 상면 행현리,2**,단독,8m미만,126,704,202106,28,"36,400",2011,축령로45번길,
경기도 가평군 설악면 가일리,2**,다가구,8m미만,372.5,818,202102,26,"49,630",2002,유명산길,
경기도 가평군 설악면 가일리,2**,단독,8m미만,137.79,434,202106,24,"22,700",1999,동천길,
경기도 가평군 설악면 가일리,3**,단독,8m미만,93.07,512,202103,5,"25,000",2013,동천길,
경기도 가평군 설악면 가일리,3**,단독,8m미만,151.17,596,202104,28,"35,300",2002,유명로,
경기도 가평군 설악면 가일리,1**,단독,8m미만,40.26,808,202102,2,"5,000",2014,어비산길,
경기도 가평군 설악면 묵안리,5**,단독,8m미만,72.93,196,202105,31,"6,460",2012,장수로,
경기도 가평군 설악면 묵안리,4**,단독,8m미만,79.85,318,202104,11,"19,500",2018,묵안로902번길,
경기도 가평군 설악면 묵안리,3**,단독,8m미만,65.82,330,202103,31,"30,000",2012,묵안로902번길,
경기도 가평군 설악면 묵안리,4**,단독,8m미만,84.53,436,202104,7,"20,000",2018,묵안로902번길,
경기도 가평군 설악면 묵안리,2**,단독,8m미만,95.33,475,202107,2,"14,700",2002,묵안안길,
경기도 가평군 설악면 묵안리,4**,단독,8m미만,137.05,555,202106,3,"29,700",2001,묵안안길,
경기도 가평군 설악면 묵안리,4**,단독,8m미만,94.53,693,202106,14,"23,000",2013,묵안로,
경기도 가평군 설악면 묵안리,1**,단독,8m미만,132.5,1076,202103,18,"33,000",2005,묵안로,
경기도 가평군 설악면 미사리,3**,단독,12m미만,89,364,202106,28,"9,500",1966,미사리로,
경기도 가평군 설악면 미사리,1*,단독,8m미만,407.87,1570,202105,21,"90,000",1999,미사리로,
경기도 가평군 설악면 방일리,5**,단독,8m미만,111.78,661,202101,26,"3,700",1930,평촌길,
경기도 가평군 설악면 방일리,1**,단독,8m미만,157.27,719,202107,12,"28,500",2014,양방가루재길,
경기도 가평군 설악면 방일리,2*,단독,8m미만,110.5,760,202105,4,"30,000",2016,양방가루재길,
경기도 가평군 설악면 사룡리,2**,단독,8m미만,30.03,152,202104,30,"3,800",1942,자잠로282번길,
경기도 가평군 설악면 사룡리,7**,단독,8m미만,62,330,202106,24,"15,500",2017,용문천길,
경기도 가평군 설악면 사룡리,1**,단독,8m미만,188.19,627,202103,5,"17,500",2005,자잠로282번길,
경기도 가평군 설악면 선촌리,1**,단독,8m미만,99.18,339,202103,31,"33,160",2020,미사리로,
경기도 가평군 설악면 선촌리,1**,단독,8m미만,98.76,376,202102,5,"34,990",2020,미사리로,
경기도 가평군 설악면 선촌리,3**,단독,8m미만,49.65,576,202103,25,"16,900",1930,자잠로23번길,
경기도 가평군 설악면 선촌리,3**,단독,8m미만,49.65,576,202103,26,"22,800",1930,자잠로23번길,
경기도 가평군 설악면 선촌리,2**,단독,8m미만,142.84,630,202103,18,"46,000",2019,자잠로,
경기도 가평군 설악면 설곡리,8**,단독,8m미만,140.64,521,202107,2,"12,509",2004,묵안로654번길,
경기도 가평군 설악면 설곡리,4**,단독,8m미만,163.71,660,202104,12,"18,000",1998,양방가루재길,
경기도 가평군 설악면 설곡리,1**,단독,8m미만,99.44,828,202103,1,"21,500",2007,봉미산안길,
경기도 가평군 설악면 송산리,8**,단독,8m미만,97.84,387,202103,2,"18,000",2003,미사리로645번길,
경기도 가평군 설악면 신천리,7**,단독,8m미만,175.58,441,202103,5,"56,994",2011,유명로,
경기도 가평군 설악면 신천리,1**,단독,8m미만,124.2,474,202105,3,"37,000",2009,신천중앙로,
경기도 가평군 설악면 신천리,1**,단독,8m미만,124.2,474,202105,3,"37,000",2009,신천중앙로,
경기도 가평군 설악면 신천리,7**,단독,8m미만,191.7,537,202104,28,"74,000",2014,유명로,
경기도 가평군 설악면 엄소리,1**,단독,12m미만,181.62,704,202101,20,"36,000",2017,묵안로,
경기도 가평군 설악면 엄소리,2*,단독,8m미만,139.79,818,202103,31,"35,000",2002,엄소사랑길,
경기도 가평군 설악면 위곡리,8**,단독,8m미만,55.08,369,202103,26,"13,000",1980,null,
경기도 가평군 설악면 위곡리,5**,단독,8m미만,99.81,454,202101,17,"26,500",2015,한서로291번길,
경기도 가평군 설악면 위곡리,5**,단독,8m미만,111.78,541,202106,1,"32,000",2007,한서로,
경기도 가평군 설악면 이천리,7*,단독,8m미만,242.36,374,202107,12,"18,300",1997,다락재로485번길,
경기도 가평군 설악면 이천리,3**,단독,8m미만,80.34,562,202106,25,"24,000",2014,다락재로,
경기도 가평군 설악면 이천리,3**,단독,8m미만,222.28,864.27,202105,25,"65,000",2012,다락재로,
경기도 가평군 설악면 이천리,3**,단독,8m미만,193.02,1094,202101,19,"41,000",1999,다락재로,
경기도 가평군 설악면 이천리,1**,단독,8m미만,153.4,1570,202101,21,"40,500",2011,다락재로485번길,
경기도 가평군 설악면 창의리,2**,단독,8m미만,40.55,628,202103,30,"18,520",2016,한서로156번길,
경기도 가평군 설악면 천안리,6**,단독,8m미만,58.56,294,202104,9,"12,000",2008,천안길,
경기도 가평군 설악면 천안리,5**,단독,8m미만,99.09,476,202103,22,"20,500",2015,가마소길,
경기도 가평군 설악면 천안리,2**,단독,8m미만,220.15,844,202106,1,"25,500",2003,뽕나뭇골길,
경기도 가평군 설악면 천안리,2**,단독,8m미만,232.69,877,202103,18,"30,900",2002,뽕나뭇골길,
경기도 가평군 설악면 천안리,5**,단독,8m미만,109.31,1419,202104,15,"35,000",2018,가마소길,
경기도 가평군 설악면 회곡리,1**,단독,8m미만,94.8,448,202106,22,"19,500",2011,다락재로,
경기도 가평군 설악면 회곡리,4*,단독,8m미만,75,526,202105,17,"20,200",2012,유명로,
경기도 가평군 설악면 회곡리,4**,단독,8m미만,112.64,645,202105,25,"32,000",1974,유명로,
경기도 가평군 설악면 회곡리,3*,단독,8m미만,81.01,661,202101,26,"25,000",2014,유명로,
경기도 가평군 조종면 대보리,1**,단독,8m미만,142.15,183,202105,11,"29,773",2019,대보간선로611번길,20210526
경기도 가평군 조종면 대보리,4**,단독,8m미만,125.25,413,202106,14,"12,500",2000,대보간선로33번길,
경기도 가평군 조종면 대보리,2**,단독,8m미만,90,469,202103,26,"18,000",2014,보름골길,
경기도 가평군 조종면 대보리,2**,단독,8m미만,139.76,510,202107,5,"28,000",2017,대보간선로335번길,
경기도 가평군 조종면 대보리,1**,단독,8m미만,142.15,563,202105,28,"36,700",2019,대보간선로611번길,
경기도 가평군 조종면 대보리,1**,단독,8m미만,197.13,595,202104,22,"46,297",2013,대보간선로611번길,
경기도 가평군 조종면 대보리,4*,단독,8m미만,99.23,754,202103,13,"29,000",2017,대보간선로611번길,
경기도 가평군 조종면 마일리,5*,단독,8m미만,42,348,202104,10,"9,170",2018,연인산로,
경기도 가평군 조종면 마일리,3**,단독,8m미만,58.45,370,202104,7,"6,265",1982,연인산로527번길,20210416
경기도 가평군 조종면 마일리,3**,단독,8m미만,58.45,370,202104,7,"8,000",1982,연인산로527번길,
경기도 가평군 조종면 마일리,2**,단독,8m미만,117.08,661,202103,23,"23,000",2018,보름골길,
경기도 가평군 조종면 마일리,2**,단독,8m미만,116.05,1405,202103,19,"28,600",2019,보름골길,
경기도 가평군 조종면 상판리,2**,단독,8m미만,75.36,499,202103,8,"16,000",2016,명지산로360번길,
경기도 가평군 조종면 상판리,3**,단독,8m미만,99.52,670,202106,22,"29,468",2006,명지산로262번길,
경기도 가평군 조종면 신상리,5**,단독,8m미만,87.83,345,202101,31,"18,700",2015,운악청계로491번길,
경기도 가평군 조종면 신상리,7*,단독,8m미만,93.61,443,202101,25,"21,500",2016,운악청계로281번길,
경기도 가평군 조종면 신상리,3*,단독,8m미만,90.06,514,202104,21,"23,000",2018,운악청계로368번길,
경기도 가평군 조종면 신상리,4**,단독,8m미만,95.85,826,202104,6,"30,000",1994,운악청계로333번길,
경기도 가평군 조종면 신상리,2**,단독,8m미만,127.22,1188,202105,25,"53,000",2016,운악청계로371번길,
경기도 가평군 조종면 신상리,7**,단독,8m미만,132.4,1388,202106,8,"23,000",1996,세곡로,20210624
경기도 가평군 조종면 신상리,7**,단독,8m미만,132.4,1388,202106,18,"23,000",1996,세곡로,
경기도 가평군 조종면 신하리,1**,단독,8m미만,122.1,451,202105,22,"27,900",2018,연인산로100번길,
경기도 가평군 조종면 신하리,2**,단독,8m미만,77.45,741,202103,10,"10,500",2015,연인산로100번길,
경기도 가평군 조종면 신하리,1**,단독,8m미만,84.92,786,202104,28,"26,620",2019,연인산로100번길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,425,202103,10,"25,000",2017,현등사길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,443,202103,10,"20,000",2017,현등사길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,451,202103,10,"20,000",2017,현등사길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,462,202103,10,"20,000",2017,현등사길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,503,202102,22,"45,000",2017,현등사길,
경기도 가평군 조종면 운악리,4**,다가구,8m미만,149.05,658,202103,10,"30,000",2017,현등사길,
경기도 가평군 조종면 운악리,4*,단독,8m미만,41.75,205,202107,10,"10,200",2010,보리울길,
경기도 가평군 조종면 운악리,3**,단독,8m미만,188.52,912,202106,15,"29,700",2011,운악청계로490번길,
경기도 가평군 조종면 현리,2**,단독,8m미만,290.4,175,202102,9,"31,870",1992,조종새싹로4번길,
경기도 가평군 조종면 현리,2**,단독,8m미만,25.4,241,202104,12,"10,000",1963,조종희망로,20210419
경기도 가평군 조종면 현리,2**,단독,8m미만,25.4,241,202104,19,"10,000",1963,조종희망로,
경기도 가평군 조종면 현리,4**,단독,8m미만,80.9,260,202103,2,"2,400",1967,연등길,
경기도 가평군 조종면 현리,3**,단독,25m미만,129.95,347,202106,16,"26,500",1998,청군로,
경기도 가평군 조종면 현리,2**,단독,8m미만,142.76,525,202104,12,"42,500",2017,null,
경기도 가평군 조종면 현리,1**,단독,8m미만,141.98,728,202105,6,"37,500",2018,안곡로,
경기도 가평군 조종면 현리,2**,단독,8m미만,99.46,748,202103,4,"33,500",2008,운악청계로,
경기도 가평군 조종면 현리,1**,단독,8m미만,97.68,891,202106,25,"30,000",2015,세곡로,
경기도 가평군 조종면 현리,4**,단독,12m미만,152.98,972,202104,20,"45,000",1983,연등윗길,
경기도 가평군 조종면 현리,8*,단독,12m미만,97.86,1132,202105,22,"35,000",1997,세곡로,
경기도 가평군 청평면 고성리,5**,다가구,8m미만,136.91,200,202104,1,"22,376",2007,호반로,
경기도 가평군 청평면 고성리,6**,다가구,8m미만,131.87,332,202102,2,"10,000",2003,양진길,
경기도 가평군 청평면 고성리,5**,다가구,8m미만,468.12,1783,202104,1,"135,587",2005,호반로,
경기도 가평군 청평면 고성리,5**,단독,8m미만,64.4,88,202105,31,"7,450",2001,호반로,
경기도 가평군 청평면 고성리,2**,단독,8m미만,102.52,341,202104,9,"19,100",1999,고재길,
경기도 가평군 청평면 고성리,3**,단독,8m미만,132.9,746,202105,27,"39,648",2009,고재길,
경기도 가평군 청평면 대성리,4**,다가구,-,180.63,524,202103,24,"38,500",2020,남이터길,
경기도 가평군 청평면 대성리,3**,단독,8m미만,27.16,125,202106,30,"9,000",2015,안대성길,
경기도 가평군 청평면 대성리,6**,단독,8m미만,48.16,195,202106,3,"17,000",1967,경춘로,
경기도 가평군 청평면 대성리,2**,단독,8m미만,32.44,325,202105,11,"16,286",2014,머내길,
경기도 가평군 청평면 대성리,2*,단독,8m미만,104.94,567,202105,2,"24,630",1984,소돌말길,
경기도 가평군 청평면 대성리,3**,단독,8m미만,224,694,202102,2,"35,500",2015,안대성길,
경기도 가평군 청평면 대성리,3**,단독,8m미만,224,694,202101,6,"35,800",2015,안대성길,
경기도 가평군 청평면 대성리,1**,단독,8m미만,218.14,729,202104,20,"28,000",2012,소돌말길,
경기도 가평군 청평면 삼회리,1**,단독,8m미만,68.95,211,202106,10,"7,040",1900,북한강로,
경기도 가평군 청평면 삼회리,3**,단독,8m미만,130.5,288,202102,26,"20,000",2017,북한강로,
경기도 가평군 청평면 삼회리,3**,단독,8m미만,273.7,496,202106,30,"24,709",1993,북한강로1824번길,
경기도 가평군 청평면 삼회리,1**,단독,8m미만,111.49,566,202106,10,"15,550",1900,북한강로,
경기도 가평군 청평면 삼회리,1**,단독,12m미만,142.8,903,202106,10,"41,000",2006,북한강로,
경기도 가평군 청평면 상천리,3**,단독,8m미만,45.18,176,202106,17,"13,000",2016,경춘로,
경기도 가평군 청평면 상천리,3**,단독,8m미만,84.34,331,202103,10,"20,000",2016,경춘로,
경기도 가평군 청평면 상천리,6**,단독,8m미만,78.28,343,202107,2,"23,486",2010,수리재길,
경기도 가평군 청평면 상천리,6**,단독,8m미만,78.28,343,202107,2,"23,380",2010,수리재길,20210706
경기도 가평군 청평면 상천리,6**,단독,8m미만,78.28,395,202103,17,"15,940",2010,수리재길,
경기도 가평군 청평면 상천리,5**,단독,8m미만,153.75,449,202106,6,"27,797",2017,초옥길,
경기도 가평군 청평면 상천리,6**,단독,8m미만,92.74,606,202104,22,"24,838",2018,수리재길,
경기도 가평군 청평면 상천리,9**,단독,8m미만,96.84,664,202103,31,"10,000",1989,수리재큰골길,
경기도 가평군 청평면 청평리,7**,단독,8m미만,135,147,202103,17,"36,500",1977,시장중앙로,
경기도 가평군 청평면 청평리,4**,단독,8m미만,79.44,161,202103,1,"20,000",1992,갈오현로,
경기도 가평군 청평면 청평리,4**,단독,8m미만,101.64,165,202104,19,"10,000",1989,톳골길,
경기도 가평군 청평면 청평리,4**,단독,8m미만,105.05,207,202101,17,"25,000",1979,시장중앙로3번길,
경기도 가평군 청평면 청평리,9*,단독,8m미만,32.4,245,202106,24,"20,500",1968,청평역로,
경기도 가평군 청평면 청평리,6**,단독,8m미만,63.37,264,202107,2,"13,500",1900,구청평로,
