,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액,건축년도,도로명,해제사유발생일
7441,경기도 용인처인구 포곡읍 삼계리,5**,단독,8m미만,195.71,666.0,202101,20,68500,2002.0,포곡로246번길,20210205.0
7444,경기도 용인처인구 포곡읍 신원리,5**,단독,8m미만,181.3,922.0,202105,6,83226,2019.0,선장1로,
7447,경기도 용인처인구 포곡읍 영문리,3**,단독,8m미만,168.84,474.0,202102,1,56200,2003.0,영문로83번길,
7450,경기도 용인처인구 포곡읍 영문리,3**,단독,8m미만,288.98,763.0,202102,27,84000,2003.0,영문로83번길,
7451,경기도 용인처인구 포곡읍 영문리,3**,단독,8m미만,205.53,874.0,202106,27,80800,2007.0,영문로83번길,
7468,경기도 용인처인구 호동,1*,단독,8m미만,219.0,426.0,202102,24,65300,2000.0,동부로192번길,
9419,경기도 하남시 덕풍동,4**,단독,8m미만,133.58,118.0,202105,28,53550,2021.0,덕풍공원로93번길,
9431,경기도 하남시 덕풍동,4**,단독,12m미만,251.5,123.0,202107,8,91500,2014.0,역말로36번길,
9478,경기도 하남시 신장동,9*,단독,12m미만,107.39,96.0,202103,13,51000,2001.0,더우개로,
9494,경기도 하남시 신장동,4**,단독,8m미만,221.77,127.0,202103,4,58300,2018.0,신장1로28번길,
